	name	price	refers	tag	seen
0	 ...врача-отоларинголога; Профилактический прием врача-профпатолога; Профилактический прием врача-терапевта	105 813.73	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0313300184723000002	ОФП	not
1	Монтаж системы автоматической пожарной сигнализации, системы оповещения и управления эвакуацией людей при пожаре в помещениях Государственного комитета по государственной регистрации и кадастру Республики Крым по адресу: Республика Крым, пгт. Кировское, ул. Розы Люксембург, д. 26»	1 053 741.60	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0175200003023000043	ГИС	not
2	Монтаж системы автоматической пожарной сигнализации, системы оповещения и управления эвакуацией людей при пожаре в помещениях Государственного комитета по государственной регистрации и кадастру Республики Крым по адресу: Республика Крым, г. Ялта, ул. Васильева, д.19	1 934 144.40	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0175200003023000044	ГИС	not
3	Выполнение работ по организации благоустройства территорий путем реализации мероприятий по созданию и ремонту пешеходных коммуникаций городского округа Мытищи Московской области	12 617 659.56	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0848300062723000176	ГИС	not
4	На оказание медицинских услуг по проведению гистологического исследования биопсийного и операционного материала	632 780.15	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0853500000323003581	ГИС	not
5	Поставка канцелярских товаров	76 487.90	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0848300047123000975	ГИС	not
6	Поставка ИМН (Регистратор/анализатор амбулаторный для длительного электрокардиографического мониторинга)в2023 году для нужд КГБУЗ «Богучанская РБ»	266 457.00	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0319300067323000139	ГИС	not
7	Выполнение работ по разработке проекта организации работ по сносу (ликвидации) автомобильной дороги Кумак – Тукай в Новоорском районе Оренбургской области	587 333.33	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0853500000323003582	ГИС	not
8	Оказание услуг по ремонту ТСОН, досмотрового оборудования, аудио-видеорегистраторов и аппаратуры записи и воспроизведения изображения	300 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0818400000723000007	ГИС	not
9	Поставка лекарственного препарата для медицинского применения Метионил-глутамил-гистидил-фенилаланил-пролил-глицил-пролин	71 954.40	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200009123001689	ГИС	not
10	Выполнение работ по разработке проекта организации работ по сносу (ликвидации) автомобильной дороги Кзыл-Мечеть – Кундузлутамак в Тоцком районе Оренбургской области	587 333.33	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0853500000323003588	ГИС	not
11	Выполнениеработ по строительству магистральной сети водоснабжения по адресу: г. Ангарск, Южный массив, 256квартал 	31 900 097.30	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15200715	ГИС	not
12	Поставка реагентов диагностических для проведения иммуногистохимических исследований (ИГХ), для нужд ГБУЗ «РОД» МЗ РСО Алания. 	19 231 946.09	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0310200000323001297	ГИС	not
13	"Поставка запаивателей полимерных магистралей для СПб ГКУЗ ""Городская станция переливания крови"" в 2023 году."	2 923 333.30	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0372200081123000047	ГИС	not
14	Ремонт участков автомобильной дороги общего пользования регионального значения в Вачском районе и городе областного значения Навашино Нижегородской области	517 973 317.36	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0832200006623000467	ГИС	not
15	Ремонт участков автомобильных дорог общего пользования регионального и межмуниципального значения в Городецком, Балахнинском и Ковернинском районах Нижегородской области	762 457 914.26	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0832200006623000468	ГИС	not
16	"Выполнение работ по доработке регионального сегмента ЕГИСЗ в части интеграции с подсистемами ""Федеральный регистр медицинских работников"" и ""Федеральный реестр медицинских организаций"" ЕГИСЗ"	2 350 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0815500000523004263	ГИС	not
17	Поставка ввода высоковольтного 220 кВ	1 875 000.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15197578	ГИС	not
18	Поставка расходных материалов для локальных средств печати и копирования данных или  входящих в состав автоматизированных рабочих мест	809 493.29	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0155100005423000031	ГИС	not
19	Открытый запрос предложений в электронной форме на право заключения договора на выполнение работ «СМР.ТС. Реконструкция участка магистральной тепловой сети по ул. Коммунаров ТК-1118/1 – ТК-1118/3 в г. Ижевске (2 этап ТК1118/1- ТК1118/2)» для нужд Филиала «Удмуртский» ПАО «Т Плюс»	10 267 773.54	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15195158	ГИС	not
20	"Ремонт автомобильной дороги общего пользования местного значения муниципального образования ""Краснинский район"" Смоленской области ""Лысково-Ломакино-Княжичи-Мерлино"""	2 869 063.62	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0163300002623000008	ГИС	not
21	Сопровождение программных средств рассмотрения заявок по промышленным образцам и международным регистрациям, внесения изменений в зарегистрированные объекты, регистрации распоряжения правами, обращений в Палату по патентным спорам, обработки пошлин	19 500 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0373100087423000021	ГИС	not
22	зз-09758 - 2023 Поставка лекарственного(-ых) препарата (-ов) для медицинского применения ЖЕЛЕЗА [III] ГИДРОКСИД САХАРОЗНЫЙ КОМПЛЕКС для амбулаторного обеспечения граждан, включенных в Федеральный регистр лиц, имеющих право на получение государственной социальной помощи, и не отказавшихся от получения социальной услуги, предусмотренной пунктом 1 части 1 статьи 6.2 Федерального закона от 17.07.1999 года №178-ФЗ «О государственной социальной помощи»	374 496.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0813500000123006199	ГИС	not
23	№ зз-16328-2023 Поставка лекарственного(-ых) препарата (-ов) для медицинского применения ТИЗАНИДИН для амбулаторного обеспечения граждан, включенных в Федеральный регистр лиц, имеющих право на получение государственной социальной помощи, и не отказавшихся от получения социальной услуги, предусмотренной пунктом 1 части 1 статьи 6.2 Федерального закона от 17.07.1999 года №178-ФЗ «О государственной социальной помощи»	16 503.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0813500000123006206	ГИС	not
24	Поставка медицинских изделий ( Магистраль для деглицеролизацииотмывки эритроцитов)	701 800.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0136500001123002220	ГИС	not
25	Электронный аукцион на поставку лекарственных средств (МНН: Гистидин+Гистидина гидрохлорида моногидрат+Калия хлорид+Кальция хлорида дигидрат+Кетоглутарат калия+Магния хлорида гексагидрат+Маннитол+натрия хлорид+Триптофан ) для ГБУЗ «ГКБ им .В.В.ВересаеваДЗМ» в 2023 году ПОВТОР	244 080.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373200001323000550	ГИС	not
26	"Ремонт автомобильной дороги общего пользования местного значения муниципального образования ""Краснинский район"" Смоленской области ""подъезд к улице Молодежной, д. Гусино"""	3 145 952.38	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0163300002623000009	ГИС	not
27	Выполнение проектных и изыскательских работ по подготовке проектно-сметной документации и ее экспертизе в целях капитального ремонта очистных сооружений УТЦ Тамга	517 932.52	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0345100009323000012	ГИС	not
28	Текущий ремонт дорогид. Велькота, Котельское сельское поселение, Кингисеппского муниципального района, Ленинградской области	870 612.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0145300009023000007	ГИС	not
29	Поставка бланочной продукции	70 638.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200029023000018	ГИС	not
30	Выполнение работ по ремонту участка автомобильной дороги общего пользования местного значения по ул.Школьная в пос.Новый Мир Вадского муниципального округа Нижегородской области	407 164.75	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0132600009023000021	ГИС	not
31	Поставка изделий медицинского назначения для патологоанатомического отделения для ГУЗ ТО «Тульская областная клиническая больница»	1 181 965.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0366200035623002597	ГИС	not
32	"Капитальный ремонт автомобильной дороги Р-132 ""Золотое кольцо"" Ярославль - Кострома - Иваново - Владимир - Гусь-Хрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев - Тверь - Углич - Ярославль на участке км 255+530 - км 277+870, Владимирская область"	8 140 010 904.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0348100006023000033	ГИС	not
33	Бумага для медицинских аппаратов и приборов	65 423.10	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373100043423000159	ГИС	not
34	2023-04159 = Поставка бланочной продукции (журналы)	297 190.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0131200001023004027	ГИС	not
35	"Выполнение субподрядных работ на объекте: Ремонт магистральных тепловых сетей Нерюнгринской ГРЭС для нужд филиала ""Нерюнгриэнергоремонт"" АО ""ХРМК"" г. Нерюнгри. Лот № 0490-РЕМ ПРОД-2023-ХРМК"	15 200 145.96	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15194524	ГИС	not
36	Поставка видеорегистраторов	425 620.03	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15200303	ГИС	not
37	Поставка видеорегистратора	54 380.01	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0711200003723000058	ГИС	not
38	Оказание услуг по откачке и вывозу жидких бытовых отходов	429 555.67	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15195178	ГИС	not
39	Поставка оборудования (микрофон, видеорегистратор) к имеющемуся комплексу системы видеонаблюдения у Заказчика	1 815 995.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318100046123000013	ГИС	not
40	Право заключения договора на выполнение строительно-монтажных работ по модернизации магистральных тепловых сетей газовой котельной п. Светлый Мирнинского района Республики Саха (Якутия) для нужд АО «Теплоэнергосервис» (Лот № 528.1 ГКПЗ 2023)	20 000 000.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15195347	ГИС	not
41	Открытый конкурс в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства № 6/ОКЭ-ООО «ТЛЦ «Белый Раст»/23 на право заключения договора на выполнение работ по устройству твердых дорожных покрытий в зоне тупика (северная дорога) на территории Терминально-логистического центра «Белый Раст»	188 102 782.54	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15195476	ГИС	not
42	 ...государственных услуг в сфере здравоохранения ЕГИСЗ и его адаптации	1 395 000.00	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0120200003323000012	ГИС	not
43	Поставка печатной продукции (лот №3)	880 284.90	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0362300039123000095	ГИС	not
44	Магистральный газопровод, инв. №00199814. Ремонт	1 363 229.80	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15195954	ГИС	not
45	Электронный аукцион на поставку медицинских изделий для рентгенохирургического отделения для нужд ГБУЗ «ГКБ им. С.С. Юдина ДЗМ»	1 499 765.30	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373200027423000678	ГИС	not
46	Приобретение горюче-смазочных материалов	233 081.20	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0164100003523000011	ГИС	not
47	Поставка медицинских изделий – наборов для удлинения магистрали для внутривенных вливаний	16 720.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0362200025823000552	ГИС	not
48	Работы по восстановительному ремонту тепловой магистрали Апатитской тепловой электроцентрали - г. Кировск (опасный производственный объект III категории)	731 428.86	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15196352	ГИС	not
49	Поставка медицинского аппарата (Регистратор/анализатор амбулаторный для длительного электрокардиографического мониторинга), ввод в эксплуатацию медицинского аппарата, обучение правилам эксплуатации специалистов, эксплуатирующих медицинский аппарат, и специалистов, осуществляющих техническое обслуживание медицинского аппарата	330 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0311300052323000050	ГИС	not
50	Обеспечение охраны дошкольного образовательного учреждения	1 129 920.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0145300010323000150	ГИС	not
51	Закупка инструментов для резектоскопии 	1 492 933.34	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373100087123000164	ГИС	not
52	Право заключения договора на поставку регистрирующих и измеряющих щитовых приборов	16 242 000.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15196505	ГИС	not
53	Право заключения договора на выполнение работ по реконструкции магистральной тепловой сети «Центральная - ДВФУ (ТС-30)» для нужд АО «ДВЭУК-ГенерацияСети» (ЛОТ №038.01.2023)	141 443 958.33	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15196398	ГИС	not
54	Монтаж системы автоматической пожарной сигнализации, системы оповещения и управления эвакуацией людей при пожаре в помещениях Государственного комитета по государственной регистрации и кадастру Республики Крым по адресу: Республика Крым, пгт. Первомайское, ул. Октябрьская, д.64-а и 64-б	1 140 590.40	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0175200003023000042	ГИС	not
55	оказание услуг по обучению сотрудников	21 783.33	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0345300049223000004	ГИС	not
56	"Выполнение подрядныхработ по объекту: ""Ремонт ул. Везельская в г. Белгороде (светофорный объект)"""	1 530 289.97	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0126300035823000419	ГИС	not
57	Оборудование видеонаблюдения	397 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0348100072923000007	ГИС	not
58	Эндопротез коленного сустава (регистрационный номер: 437-А-ГЗ)	3 240 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0157200000323000388	ГИС	not
