	name	price	refers	tag	seen
0	Заключение договора на выполнение услуг по топографической съемке земельного участка расположенного в ХМАО-ЮГРА, г. Нягань, для проектирования объекта «Газификация мкр.8, ж.р. «Приурал», г. Нягань», кадастровый квартал участка 86:13:0201008, Площадь — 320 000, 00 кв.м. (32 га).	"
                                1 728 453.12"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16116049	топографический	yes
1	"Оказание охранных услуг (Объект: ГБУКО ""Калужский ЦСА"")"	"
                                3 590 479.54"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0137200001223005500	мониторинг	yes
2	Оказание услугпо мониторингу информационной безопасности информационной инфраструктуры, а также организации взаимодействия с Государственной системой обнаружения, предупреждения и ликвидации последствий компьютерных атак Комитета цифрового развития Ленинградской области	"
                                6 150 000.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0145200001723000003	мониторинг	yes
3	Поставка аппарата для холтеровского мониторирования сердечной деятельности	"
                                8 441 333.42"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0137200001223005502	мониторинг	yes
4	Оказание услуг по техническому обслуживанию систем автоматической пожарной сигнализации, и организации автоматического мониторинга удаленных систем пожарной сигнализации	"
                                516 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0127200000223007331	мониторинг	yes
5	Оказание услуг по техническому обслуживанию оборудования системы пожарного мониторинга	"
                                195 300.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0351300074323000665	мониторинг	yes
6	Оказание охранных услуг	"
                                71 113.93"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0124200000623008272	мониторинг	yes
7	Оказание услуг по централизованной охране объектов с выводом сигнала на пульт централизованного наблюдения	"
                                155 937.24"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0351300193923000301	мониторинг	yes
8	оказание охранных услуг на объектах Муниципального казенного учреждения «Производственно-технический комплекс» г. Воркуты	"
                                109 680.48"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0307300001223000346	мониторинг	yes
9	Оказание услуг по обслуживанию автоматизированной системы спутникового мониторинга и управления автотранспортом на базе системы ГЛОНАСС и её техническое обслуживание	"
                                36 960.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16085230	мониторинг	yes
10	Предоставление услуг междугородних цифровых каналов связи 	"
                                823 298.88"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0324100004423000096	мониторинг	yes
11	Предоставление услуг междугородних цифровых каналов связи 	"
                                908 692.08"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0324100004423000097	мониторинг	yes
12	Оказание услуг по предоставлению и техническому сопровождению навигационной системы мониторинга транспортных средств	"
                                522 300.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0371300027823001151	мониторинг	yes
13	Оказание охранных услуг объектов Избирательной комиссии Чукотского автономного округа при помощи технических средств охранно-пожарной сигнализации	"
                                569 899.44"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0888500000223000333	мониторинг	yes
14	Поставка тест-систем для выявления лиц, инфицированных вирусами иммунодефицита человека (ВИЧ) и мониторинга эффективности лечения лиц, инфицированных ВИЧ, вирусными гепатитами В и С	"
                                1 323 520.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0129200005323003562	мониторинг	yes
15	Услуги по предоставлению канала доступа к виртуальным частным cетям (VPN)	"
                                201 600.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0324100004423000098	мониторинг	yes
16	Предоставление услуг доступа к информационно-телекоммуникационной сети Интернет с использованием двустороннего канала спутниковой связи	"
                                367 200.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0324100004423000099	мониторинг	yes
17	Работы по установке систем автоматической пожарной сигнализации (АПС) и системы оповещения и управления эвакуацией людей при пожаре (СОУЭ) с выводом на краевой противопожарный мониторинг по Приморскому краю в здании КГБУЗ «Владивостокская поликлиника №1», расположенного по адресу: г. Владивосток, о. Русский ул. Экипажная, 24 литер 2, 3.	"
                                4 088 899.20"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0820500000823007455	мониторинг	yes
18	Оказание услуг по передаче Сертификата на оказание услуг по мониторингу событий информационной безопасности объектов ЗСПД и комплексному техническому сопровождению СОИБ	"
                                529 690.67"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318200029823000135	мониторинг	yes
19	Оказание услуг по мониторингу системы тревожной сигнализации и реагированию на тревожные сообщения	"
                                409 200.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16086420	мониторинг	yes
20	Поставка датчиков системы чрескожного мониторинга уровня глюкозы	"
                                1 048 960.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0387200027523000067	мониторинг	yes
21	Техническое обслуживание абонентских радиопередающих комплектов ОКО с круглосуточным мониторингом работоспособности устройств и передачей посредством радиоретрансляционной системы информации о сработках АУПС на пульт централизованного наблюдения (ПЦН) 27 ПСЧ 4ПСО ФПС ГПС ГУ МЧС России по Ростовской областина пульт центрального наблюдения единой дежурно-диспетчерской службы Каменск-Шахтинскогорайона Ростовской области на 2024 для нужд отделения паллиативной медицинской помощи взрослым ГБУ РО «ГБ № 1» в г. Каменск-Шахтинском	"
                                46 400.04"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0358300036423000052	мониторинг	yes
22	Оказание услуг частной охраны (Охранный (технический) мониторинг)	"
                                447 984.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0333300041223000057	мониторинг	yes
23	"На оказание услуг по техническому обслуживанию и текущему ремонту системы передачи сигнала на пульт ""01"" ФКУ «ЦУКС ГУ МЧС России по г. Москве» РСПИ ""Стрелец-Мониторинг"""	"
                                55 255.80"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16086534	мониторинг	yes
24	Оказание услуг частной охраны (охранный, технический мониторинг)	"
                                788 891.04"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0134200000123005534	мониторинг	yes
25	Оказание услуг по охране объекта	"
                                24 897.60"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0354300084923000387	мониторинг	yes
26	Оказание услуг по охране объектов (охранный (технический) мониторинг)	"
                                204 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0744200000223009466	мониторинг	yes
27	Услуги частной охраны (Охранный (технический) мониторинг)	"
                                1 409 650.80"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0167100000123000024	мониторинг	yes
28	Оказание услуг по охране объектов по адресам: Санкт-Петербург, ул. Пражская, д.46, ул. Расстанная, д.20 в 2024 году	"
                                6 803 080.56"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0172200002223000257	мониторинг	yes
29	Услуги по коллективному доступу к информационно-коммуникационной сети интернет	"
                                492 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0366100013323000006	мониторинг	yes
30	Оказание услуг по перевозке угля и вывозу шлака грузовым транспортом	"
                                3 230 000.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16083983	мониторинг	yes
31	Оказание услуг частной охраны (Филиал №1)	"
                                258 341.20"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0368400000223000739	мониторинг	yes
32	Поставка плиты нагревательной	"
                                60 038.33"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0362200039623000033	мониторинг	yes
33	Поставка графитовых кювет с пироуглеродным покрытием	"
                                109 333.40"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0362200039623000034	мониторинг	yes
34	Услуги по предоставлению автотранспортного средства с водителем (экипажем)	"
                                1 881 650.58"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0175100007123000003	мониторинг	yes
