	name	price	refers	tag	seen
0	Выполнение инженерно-геодезических изысканий, необходимых для проекта планировки и проекта межевания территории кадастрового квартала 59:32:0010003 п. Кукуштан Пермского муниципального округа Пермского края	"
                                5 538 500.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0356500001424000359	топографический	not
1	Оказание авиационных транспортных услуг на легком самолете с экипажем для проведения работ по мониторингу пожарной опасности и тушению лесных пожаров на территории лесного фонда Республики Бурятия силами Автономного учреждения Республики Бурятия «Забайкальская база авиационной охраны лесов», проведения воздушных тренировок и летной подготовки работников парашютно-пожарной десантной службы Автономного учреждения Республики Бурятия «Забайкальская база авиационной охраны лесов» в 2024 году	"
                                21 570 827.30"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=1002500003324000015	мониторинг	not
2	Оказание услуг по передаче данных между оборудованием мониторинга транспортных средств и диспетчерскими центрами Заказчика с использованием GPRS связи, через сервер Исполнителя на 2024 год (Реестровый номер 2024.009665)	"
                                78 120.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0352300013424000003	мониторинг	not
3	КО №1516/КО - Сопровождение информационной системы постоянного мониторинга исполнения ключевых показателей эффективности(D24NP00155)	"
                                11 941 200.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16340330	мониторинг	not
4	Запрос котировок в электронной форме на поставку расходных материалов (Передатчик имплантируемой системы мониторинга уровня глюкозы) для обеспечения граждан, имеющих право на получение государственной социальной помощи в городе Москве (ВК2024-35)	"
                                850 000.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0873200009824000248	мониторинг	not
5	На оказание услуг по техническому обслуживанию систем автоматической пожарной сигнализации и систем оповещения и управления эвакуацией людей в случае пожара,комплекса технических средств вывода сигнала о сработке по радиоканальной системе передачи извещений от объекта Заказчика на пульт централизованного мониторинга МЧС РБ в здании ГБУ Верхнетроицкий ПНИ и в районных структурных подразделениях	"
                                253 000.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0301200007224000016	мониторинг	not
6	Оказание услуг по технической охране	"
                                23 280.48"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318300552924000018	мониторинг	not
7	Оказание услуг по техническому обслуживанию и круглосуточному мониторингу (пультовому обслуживанию) систем АПС и СОУЭ	"
                                260 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0333200025724000003	мониторинг	not
8	Поставка автоматических хроматографических анализаторов с целью обеспечения функционирования автоматизированной системы мониторинга атмосферного воздуха Санкт-Петербурга	"
                                39 281 600.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0172200001624000004	мониторинг	not
9	Проверка аварийно-спасательного имущества и приборов на НЭС «Михаил Сомов»	"
                                3 499 450.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16339958	мониторинг	not
10	Оказание услуг по охране помещения с помощью охранной сигнализации	"
                                24 309.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318300552924000017	мониторинг	not
11	Оказание услуг в сфере навигационной деятельности, в отношении транспортных средств, оборудованных системой спутникового мониторинга ГЛОНАСС и поддержание работоспособности бортового навигационно-связного оборудования, установленного на транспортных средствах (Реестровый номер 2024.008699)	"
                                100 100.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0352200000824000050	мониторинг	not
12	Поставка медицинского изделия (Проводник для системы внутрисосудистого гемодинамического мониторинга) для отделения РХМДиЛ	"
                                8 560 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0348100015524000016	мониторинг	not
13	Оказание услуг спутникового мониторинга специальной техники (лесопатрульный комплекс УАЗ Патриот)	"
                                58 800.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0372100014924000004	мониторинг	not
14	Оказание услуг по физической охране	"
                                1 332 507.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0848300046024000021	мониторинг	not
15	Услуги по предрейсовому и послерейсовому медицинскому обслуживанию водителей РЦМО	"
                                29 680.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0142200001324001282	мониторинг	not
16	Оказание авиационных транспортных услуг на легком самолете с экипажем для проведения работ по мониторингу пожарной опасности и тушению лесных пожаров на территории лесного фонда Республики Бурятия силами Автономного учреждения Республики Бурятия «Забайкальская база авиационной охраны лесов» в 2024 году	"
                                2 735 630.40"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=1002500003324000014	мониторинг	not
17	"Оказание услуг пультовой охраны объектов недвижимости для нужд КГБУЗ ""КГП № 14"""	"
                                484 018.64"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0319200061124000001	мониторинг	not
18	Оказание услуг по охране объектов Администрации ЗАТО Северск посредством пульта централизованного наблюдения(Охранный (технический) мониторинг)	"
                                508 827.60"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0165300009024000010	мониторинг	not
19	Оказание услуг по наблюдению за водным объектом и его морфометрическими характеристиками	"
                                167 500.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0372200213424000012	мониторинг	not
20	Оказание услуг по авиаперевозке груза и сотрудников вертолетом по маршруту: п. Полярный – п.Айхал - ТДС Ярольин – п. Полярный	"
                                903 600.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16342282	мониторинг	not
21	Выполнение работ по техническому обслуживанию оборудования системы мониторинга автоматических систем противопожарной защиты с выводом сигналов на пульт централизованного наблюдения «01» объектов Государственного бюджетного образовательного учреждения Краснодарского края «Краснодарский машиностроительный колледж» (ГБПОУ КК КМСК)	"
                                207 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318100035224000002	мониторинг	not
22	Оказание авиационных транспортных услуг на легком самолете с экипажем для проведения работ по мониторингу пожарной опасности и тушению лесных пожаров на территории лесного фонда Республики Бурятия силами Автономного учреждения Республики Бурятия «Забайкальская база авиационной охраны лесов», проведения воздушных тренировок и летной подготовки работников парашютно-пожарной десантной службы Автономного учреждения Республики Бурятия «Забайкальская база авиационной охраны лесов» в 2024 году	"
                                21 570 827.30"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=1002500003324000017	мониторинг	not
23	Поставка медицинских изделий (Регистратор амбулаторный для электрокардиографического мониторинга, Регистратор амбулаторный для мониторинга артериального давления), ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия	"
                                487 059.88"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0329200062224000465	мониторинг	not
24	Техническое обслуживание оборудования системы пожарной сигнализации, системы оповещения и управления эвакуацией людей при пожаре, установленного на объектах защиты ФГБУ «Камчатское УГМС»	"
                                271 260.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16336604	мониторинг	not
25	Оказание информационных услуг по предоставлению специализированной гидрометеорологической информации на территории Свердловской области в 2024 году	"
                                554 480.40"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0362200061524000006	мониторинг	not
26	Оказание услуг по предоставлению доступа к информационному ресурсу для проверки контрагентов и системе мониторинга, анализа и контроля закупок, заказчиков и поставщиков	"
                                524 700.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0303200029924000003	мониторинг	not
27	Оказание услуги по проведению инструментальных замеров и методических расчетов выбросов загрязняющих веществ	"
                                70 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0829100001724000006	мониторинг	not
28	Оказание услуг по техническому обслуживанию системы противопожарного мониторинга	"
                                377 038.70"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0820500000824000320	мониторинг	not
29	"Услуги по обслуживанию и сопровождению модулей мониторинга ""СМАРТ"" (GPS «ГЛОНАСС»)"	"
                                120 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0131300000624000052	мониторинг	not
30	Поставкаспециализированного продуктадиетического (лечебного) питаниядля обеспечения граждан, включенных в региональный сегмент Федерального регистра лиц, страдающих жизнеугрожающими и хроническими прогрессирующими редкими (орфанными) заболеваниями, проживающих на территории Ханты-Мансийского автономного округа – Югры, за счет средств бюджета автономного округа в 2024 году	"
                                232 759.80"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0387200009124000193	мониторинг	not
31	"Услуги по сопровождению Электронного периодического справочника ""Система ГАРАНТ"""	"
                                475 739.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0818200002624000001	мониторинг	not
32	Оказание услуг по предоставлению во временное пользование стационарных комплексов фотовидеофиксации нарушений правил дорожного движения, размещаемых на линейных участках и перекрестках на территории Санкт-Петербурга	"
                                884 480 724.80"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0172200002524000025	мониторинг	not
33	Поставка расходных материалов и растворов для КДЛ-12.	"
                                1 341 803.98"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0372200048024000057	мониторинг	not
34	Поставка датчика пульсоксиметрии к системе мониторинга пациента	"
                                350 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0139200000124000837	мониторинг	not
35	Оказание услуг по эксплуатационно-техническому обслуживанию и технической поддержке программного обеспечения аппаратно-программного комплекса управления оповещением РСО Свердловской области	"
                                5 518 680.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0162200011824000171	мониторинг	not
36	ЭА-№-934/24 «Оказание услуг охраны»	"
                                7 229 829.08"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0119200000124000930	мониторинг	not
37	Оказание услуг по авиаперевозке специалистов станции о. Чернышевский вертолетом для производства авиадесантной снегосъемки	"
                                5 436 000.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16342421	мониторинг	not
38	Оказание услуг по предоставлению доступа к информационной системе экологического мониторинга окружающей среды	"
                                180 000.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0340200003324000914	мониторинг	not
39	Поставка товара: Системы непрерывного мониторинга глюкозы в целях социального обеспечения	"
                                475 200.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0816500000624000573	мониторинг	not
40	Оказание услуг по мониторингу, техническому обслуживанию и текущему ремонту оборудования радиоканальной системы «ОКО», передаче извещений на пульт 63 ПСО ФПС ГПС ГУ МЧС России по СО г. Каменска-Уральского по каналам связи на объектах ГАПОУ СО «КУТТС».	"
                                153 333.30"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16337404	мониторинг	not
