	name	price	refers	tag	seen
0	Заключение договора на выполнение услуг по топографической съемке земельного участка расположенного в ХМАО-ЮГРА, г. Нягань, для проектирования объекта «Газификация мкр.8, ж.р. «Приурал», г. Нягань», кадастровый квартал участка 86:13:0201008, Площадь — 320 000, 00 кв.м. (32 га).	"
                                1 728 453.12"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16116049	топографический	not
1	ЗК-№-23406/23 «Датчик системы чрескожного мониторинга уровня глюкозы»	"
                                9 900 000.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0119200000123021866	мониторинг	not
2	ЗК-№-23407/23 «Датчик системы чрескожного мониторинга уровня глюкозы»	"
                                4 800 000.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0119200000123021871	мониторинг	not
3	Оказание охранных услуг	"
                                11 959 205.25"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0102200001623003621	мониторинг	not
4	Оказание услуг частной охраны (Охранный (технический) мониторинг)	"
                                46 910.08"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0360300001323000897	мониторинг	not
5	Оказание услуг по техническому обслуживанию объектовых станций радиосистемы передачи извещений «Стрелец-Мониторинг» для Государственного бюджетного учреждения здравоохранения Самарской области «Тольяттинский наркологический диспансер»	"
                                108 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0142200001323027832	мониторинг	not
6	Оказание услуг по техническому сопровождению, ремонту и обеспечению постоянной технической готовности аппаратно-программного комплекса, оборудования контроля использования служебного и санитарного транспорта, а также автомобилей скорой медицинской помощи с предоставлением в пользование на период оказания услуг автоматизированной системы сверки показателей путевых листов в сравнении с показателями спутниковой системы мониторинга, включая возможность выписки и ведения путевых листов	"
                                117 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0351300154023000197	мониторинг	not
7	Оказание услуг по охранес помощью средств ОПС, КТС	"
                                2 226 861.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0860200000823008949	мониторинг	not
8	Оказание услуг по техническому сопровождению, ремонту и обеспечению постоянной технической готовности аппаратно-программного комплекса, оборудования контроля использования служебного и санитарного транспорта, а также автомобилей скорой медицинской помощи с предоставлением в пользование на период оказания услуг автоматизированной системы сверки показателей путевых листов в сравнении с показателями спутниковой системы мониторинга, включая возможность выписки и ведения путевых листов.	"
                                500 000.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0351300089123000172	мониторинг	not
9	Поставка контрольных материалов для внутрилабораторного контроля качества	"
                                1 471 971.39"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0372100049623002982	мониторинг	not
10	Поставка Автоматизированной системы мониторинга подшипниковых узлов приводной зоны эскалатора с оказанием услуг по проектированию, монтажу и пусконаладочным работам	"
                                8 052 000.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16088213	мониторинг	not
11	ЗК-№-23405/23 «Датчик системы чрескожного мониторинга уровня глюкозы»	"
                                9 960 000.00"	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0119200000123021865	мониторинг	not
12	Оказание услуг частной охраны (охранный (технический) мониторинг)	"
                                199 396.80"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0134300097523001252	мониторинг	not
13	Услуги по поддержанию в работоспособном состоянии и обеспечению постоянной технической готовности оборудования системы пожарного мониторинга для передачи извещений о срабатывании систем пожарной сигнализации на ПЦН подразделения пожарной охраны.	"
                                85 200.00"	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16088796	мониторинг	not
14	Оказание услуг по техническому обслуживанию Системы ПАК «Стрелец-мониторинг» для нужд Государственного бюджетного учреждения здравоохранения «Областная туберкулезная больница № 3»	"
                                62 799.96"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0369200027323000265	мониторинг	not
15	Поставка аппарата для холтеровского мониторирования сердечного ритма	"
                                1 204 076.00"	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0850200000423001867	мониторинг	not
