	name	price	refers	tag	seen
0	"Оказание услуг по проведению периодических медицинских осмотров работников в объеме центра профпатологии для нуждПАО ""МОЭК"" (24P10033)"	4 100 400.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15762663	ОФП	not
1	Приобретение офисных кресел	89 670.16	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0806500000223001194	мониторинг	not
2	"Оказание услуг по обновлению и сопровождению программного обеспечения АИС ""Социально-гигиенический мониторинг"""	216 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0325100016623000024	мониторинг	not
3	Оказание услуги по информационно - техническому обслуживанию (абонентское сопровождение) автоматизированной системы спутникового мониторинга в 2024 году.	216 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0817200000323014871	мониторинг	not
4	Поставка резака для бумаги	2 290.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0806500000223001195	мониторинг	not
5	Поставка специализированного продукта диетического (лечебного) питаниядля обеспечения граждан, включенных в региональный сегмент Федерального регистра лиц, страдающих жизнеугрожающими и хроническими прогрессирующими редкими (орфанными) заболеваниями, проживающих на территории Ханты-Мансийского автономного округа – Югры, за счет средств бюджета автономного округа в 2024 году	2 612 869.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200009123004493	мониторинг	not
6	Поставка шкафов архивных металлических	60 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0806500000223001197	мониторинг	not
7	Оказание охранных услуг	11 871 751.68	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200029723000071	мониторинг	not
8	"Оказание услуг по охране с помощью средств охранно-пожарной и тревожной сигнализации для нужд КУ НАО ""МФЦ"" (сентябрь - декабрь 2024 г.)"	146 429.28	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0884200000623000016	мониторинг	not
9	Оказание услуг по уборке помещений 	452 020.32	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0348100049923000030	мониторинг	not
10	Выполнение работ по модернизации системы телевизионного мониторинга, регистрации и документирования событий, имеющейся в управлении по обеспечению деятельности мировых судей Новосибирской области	6 778 972.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0851200000623006763	мониторинг	not
11	Поставка медицинских изделий, ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия	355 328.72	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0313100017023000053	мониторинг	not
12	Оказание услуг по техническому и аварийно-диспетчерскому обслуживанию, текущий ремонт объектового оборудования ПАК «Стрелец-мониторинг»	199 200.24	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200029823000199	мониторинг	not
13	Оказание охранных услуг	359 991.84	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0822500000523000020	мониторинг	not
14	Оказание услуг мониторинга состояния объекта охраны, оборудованного действующей системой охраны и безопасности, и принятие соответствующих мер реагирования на их сигнальную информацию, поступающую на пульт централизованного наблюдения для нужд Управления Федерального казначейства по Пензенской области	230 549.40	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0811400000123000153	мониторинг	not
15	Оказание охранных услуг	6 993 996.48	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0137200001223003769	мониторинг	not
16	Оказание охранных услуг (объект: министерство строительства и жилищно-коммунального хозяйства Калужской области )	2 324 949.12	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0137200001223003770	мониторинг	not
17	Поставка бумаги для принтера	3 818.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0806500000223001201	мониторинг	not
18	работы по ремонту потолка в каб.215 по адресу: г. Омск, ул. Маршала Жукова, 154	130 170.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15745897	мониторинг	not
19	"Оказание услуг по реагированию на сигнал ""Тревога""для нужд ГБУЗ ВО ""Детская городская поликлиника №1 г.Владимира"""	252 979.20	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0128200000123004721	мониторинг	not
20	Оказание услуг по абонентскому обслуживанию спутникового мониторинга транспортных средств	567 000.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15746122	мониторинг	not
21	поставка изделий медицинского назначения	2 505 055.69	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0321300054623000383	мониторинг	not
22	Поставка стационарных контрольных устройств для Федеральной государственной информационной системы «Система мониторинга подконтрольных лиц» (ФГИС СЭМПЛ)	655 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0175100001323000053	мониторинг	not
23	поставка изделий медицинского назначения	995 606.68	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0321300054623000384	мониторинг	not
24	Оказание услуг по обновлению лицензии (продуктов серии IMAGE MEDIA CENTER)	104 151.31	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0335500000423000036	мониторинг	not
25	Приобретение бонов заградительных речных постоянной плавучести	450 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0869200000223007872	мониторинг	not
26	Оказание услуг по мониторингу функционирования транспортно-пересадочных узлов города Москвы	96 143 300.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0173200001423001430	мониторинг	not
27	Закупка справочно-информационно-обучающего комплекса (передача неисключительных прав на условиях простой (неисключительной) лицензии).	820 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200009123004498	мониторинг	not
28	Поставка товаров для офиса	44 487.72	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0172300001923000035	мониторинг	not
29	Регистратор и анализатор амбулаторный для длительного электрокардиографического мониторинга	1 270 900.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0168500000623003895	мониторинг	not
30	Поставка технологического оборудования	24 765 235.34	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373100029523000238	мониторинг	not
31	Оказание услуг по техническому обслуживанию объектового оборудования и контроль исправности прохождения сигнала радиосистемы передачи извещений (РСПИ) программно-аппаратного комплекса (ПАК) «Стрелец-Мониторинг» на объектах Заказчика».	90 460.08	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0330200014523000078	мониторинг	not
32	23К0220040.0010/1. Поставка автоматической системы мониторинга и диагностики для нужд Карельского филиала ПАО «Россети Северо-Запад»	3 052 560.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15744101	мониторинг	not
33	Выполнение работ по теме «ЭТНОМОНИТОРИНГ-2023: исследование состояния сферы межнациональных и межконфессиональных отношений, текущего социально-экономического положения и перспектив развития коренных малочисленных народов на территории Кемеровской области – Кузбасса с целью информационно-аналитической поддержки принятия решений в областях этнонациональной, социальной и культурной политики»	400 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0139200000123013730	мониторинг	not
34	Услуги охраны: оказание услуг по обеспечению охраны на объектах (территориях) СибГМУ №1	71 459 358.66	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0365100014823000598	мониторинг	not
35	Услуги охраны: оказание услуг по обеспечению охраны на объектах (территориях) СибГМУ №2	33 901 411.40	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0365100014823000599	мониторинг	not
36	Услуги охраны: оказание услуг по обеспечению охраны на объектах (территориях) СибГМУ №3	40 809 347.88	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0365100014823000601	мониторинг	not
37	Услуги охраны: оказание услуг по обеспечению охраны на объектах (территориях) СибГМУ №4	36 376 896.52	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0365100014823000605	мониторинг	not
38	Поставка системы мониторинга и микширования звукового сигнала с видео контролем для проведения мероприятий в ГАОУ ДПО МЦКО	11 922 462.67	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15740244	мониторинг	not
39	Поставка аппаратов для мониторирования для участковой больницы с. Самбург	559 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0190200000323010497	мониторинг	not
40	Оказание услуг по сопровождению и доработке программного модуля для автоматизированной системы «Мониторинг рынка труда»	520 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0167200003423006208	мониторинг	not
41	Поставка реагентов: Метотрексат терапевтический лекарственный мониторинг ИВД, реагент; Множественные лекарственные средства/наркотики ИВД, контрольный материал	306 844.10	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0329200062223007546	мониторинг	not
42	на поставку изделий медицинского назначения( медицинское оборудование),ввод в эксплуатацию изделия медицинского назначения, обучения правилам эксплуатации специалистов, эксплуатирующих изделия медицинского назначения ( монитора системы мониторинга состояния пациента центрального)	740 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0335300024023000181	мониторинг	not
43	Поставка офисной мебели (шкаф для одежды)	23 538.67	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0816500000623017104	мониторинг	not
44	Поставка нефтепродуктов АИ-95	59 950.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0142200001323020052	мониторинг	not
45	Поставка расходных лабораторных материалов 	22 207.21	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0352100025023000097	мониторинг	not
46	Поставка расходных лабораторных материалов	18 469.30	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0352100025023000098	мониторинг	not
47	медицинское оборудование	879 566.67	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0803100001023000055	мониторинг	not
48	"Выполнение работ по модернизации отраслевого компонента региональной интеграционной платформы для организации мониторинга социально-экономического развития ""Подсистема управления информатизацией здравоохранения Свердловской области"" в рамках реализации проекта ""Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы в сфере здравоохранения (ЕГИСЗ)"""	58 000 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0162200011823002385	мониторинг	not
49	"ЭА 198 ""Поставка расходных материалов"""	7 370 670.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0104200000423000189	мониторинг	not
50	Поставка медицинского оборудования	7 368 023.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0187200001723001552	мониторинг	not
51	Разработка проекта и установление санитарно-защитной зоны сибиреязвенного захоронения на территории Советского района Республики Крым	1 217 260.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0375200025023000003	мониторинг	not
52	Выполнение работ по развитию государственной информационной системы Санкт-Петербурга «Единая платформа управления транспортной системой» (за исключением автоматизированных систем «Управление дорожным движением» и «Мониторинг первичных событий») в части перехода на отечественное программное обеспечение	27 717 539.44	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0372200213523000047	мониторинг	not
53	Продукты питания для ГМО Дивногорск	256 778.30	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0319100037523000057	мониторинг	not
54	Продукты питания для ГМО Дивногорск	40 201.85	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0319100037523000058	мониторинг	not
55	Продукты питания для ГМО Дивногорск	576 166.01	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0319100037523000059	мониторинг	not
56	Поставка изделий медицинского назначения (проводник для системы внутрисосудистого гемодинамического мониторинга).	1 601 600.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373100045923000509	мониторинг	not
57	Поставка системы хранения данных	7 398 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0538500000523000017	мониторинг	not
58	Разработка проектной документации на установку инженерно-технических средств обеспечения транспортной безопасности объектов транспортной инфраструктуры.	27 233 333.33	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0318300119423001103	мониторинг	not
59	Услуги по проведению социологического мониторинга основных показателей состояния межнациональных отношений в Брянской области	400 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0127200000223005540	мониторинг	not
60	ЭА-№-16299/23 «Услуги по мониторингу трафика и защиты от DDoS атак в сети Интернет. 131D416300»	2 592 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0119200000123015701	мониторинг	not
61	Услуги по мониторингу сточных, природных вод, почвы, донных отложений, промышленных выбросов в атмосферу, атмосферного воздуха, отходов в 2023 году	152 234.49	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0154200003423000042	мониторинг	not
62	Оборудование для видеоконференций	290 360.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15743436	мониторинг	not
63	Поставка медицинских изделий: Регистратор амбулаторный для длительного электрокардиографического мониторинга, телеметрический (Аппарат для холтеровского мониторирования сердечной деятельности), ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия, и специалистов, осуществляющих техническое обслуживание медицинских изделий	783 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0167200003423006233	мониторинг	not
64	Оказание услуг мониторинга состояния объекта охраны, оборудованного действующей системой охраны и безопасности, и принятие соответствующих мер реагирования на их сигнальную информацию, поступающую на пульт централизованного наблюдения, оказание услуг по предупреждению и пресечению правонарушений и преступлений с помощью тревожной сигнализации дляобеспечения нужд Управления Федерального казначейства по Республике Татарстан	1 055 927.76	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0811400000123000154	мониторинг	not
65	Услуги по составлению телепрограмм и вещанию в режиме on-line	383 300.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0330300056423000025	мониторинг	not
66	Поставка и ввод в эксплуатацию медицинского оборудования (Система электростимуляции периферического нерва для мониторинга нервно-мышечной блокады) (00008837-ЭА)	667 666.67	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0891200000623008494	мониторинг	not
67	ОКАЗАНИЕ ОХРАННЫХ УСЛУГ (п. МЕЖДУРЕЧЕНСКИЙ)	196 012.80	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0187200001723001558	мониторинг	not
68	Поставка лекарственного препарата для медицинского применения Вилдаглиптин для обеспечения отдельных категорий граждан, проживающих на территории Ханты-Мансийского автономного округа – Югры, включенных в региональный сегмент Федерального регистра лиц, за счет средств, предоставляемых из федерального бюджета бюджетам субъектов РФ на реализацию отдельных полномочий в области оказания государственной социальной помощи в 2024 году	79 520.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200009123004521	мониторинг	not
69	Выполнение строительно-монтажных работ по объекту: «Капитальный ремонт автомобильной дороги по ул. Тупиковая от ул. Наримановская до ул. Лукьяненко и по ул. Лукьяненко от ул. Тупиковая до ул. Молодежная в х. Ленина г. Краснодара» (устройство тротуара)	3 760 063.75	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318300119423001111	мониторинг	not
70	Оказание услуг мониторинга состояния объекта охраны, оборудованного действующей системой охраны и безопасности, и принятие соответствующих мер реагирования на их сигнальную информацию, поступающую на пульт централизованного наблюдениядля нужд Управления Федерального казначейства по Чувашской Республике	1 662 358.20	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0811400000123000156	мониторинг	not
71	поставка медицинского изделия: регистратора и анализатора амбулаторного для длительного электрокардиографического мониторинга, ввод в эксплуатацию медицинского изделия	1 499 980.00	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0167200003423006292	мониторинг	not
72	Поставка лекарственных препаратов для медицинского применения, поступающих для нужд здравоохранения Ханты-Мансийского автономного округа - Югры в рамках реализации постановления Правительства Ханты-Мансийского автономного округа – Югры от 19.07.2002 г. № 435-п «О создании резервов материальных ресурсов (запасов) Ханты-Мансийского автономного округа – Югры для ликвидации чрезвычайных ситуаций межмуниципального и регионального характера и в целях гражданской обороны» в 2023 году.	43 454.75	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0387200009123004523	мониторинг	not
73	оказание услуг по информационному обслуживанию системы спутникового GPS/ГЛОНАСС мониторинга, аналитики и управления транспортом «СКАУТ»	138 687.96	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200030023000160	мониторинг	not
74	"Оказание услуг по информационному обслуживанию и сопровождению систем спутникового мониторинга транспортных средств ""СКАУТ"" на 2024 год"	658 800.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15750673	мониторинг	not
