	name	price	refers	tag	seen
0	Выполнение работ в области кадастровой деятельности	1 545 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0148300000623000511	топографический	not
1	Поставка продукции радиоэлектронной промышленности -  мониторов, подключаемых к компьютеру	39 840.66	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0348100049923000018	мониторинг	not
2	Поставка медицинских изделий для эндоваскулярной хирургии	1 940 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0322100002523000188	мониторинг	not
3	Выполнение работ по развитию автоматизированной информационно-аналитической системы «Мониторинг социально-экономического развития Московской области с использованием типового регионального сегмента ГАС «Управление» в части создания подсистемы контроля и мониторинга социально-экономического развития Московской области	60 360 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0148200005423000265	мониторинг	not
4	"Оказание услуг по разработке проектов санитарно-защитной зоны (СЗЗ) для обеспечения нужд Кировского филиал ГБУ СК ""Стававтодор"""	940 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0321500002323000078	мониторинг	not
5	"Оказание услуг охраны объектов Государственного бюджетного учреждения здравоохранения Самарской области ""Самарская городская поликлиника № 10 Советского района"""	3 764 747.40	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0142200001323009731	мониторинг	not
6	Оказание услуг «Экспертно-аналитическое сопровождение деятельности Минпромторга России в ходе реализации Соглашения о государственно-частном партнерстве в отношении объектов, предназначенных для обеспечения маркировки отдельных видов товаров и мониторинга их оборота в рамках распоряжения Правительства Российской Федерации от 8 мая 2019 г. № 899-р», шифр «ГЧП»	4 000 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0173100009523000050	мониторинг	not
7	2023/21-2 Выполнение опытно-конструкторской работы «Расширение функционала автоматизированной системы учета электроэнергии в части мониторинга параметров режима и распознавания поврежденного участка при ОЗЗ на основе одностороннего измерения и информации с интеллектуальных приборов учета электроэнергии 0,4 кВ на трансформаторных подстанциях 6(10)/0,4 кВ»	7 876 512.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15169919	мониторинг	not
8	2023-04023/ Выполнение работ по проведению мониторинга водных объектов на территории Воронежской области по физико-химическим показателям	300 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0131200001023003727	мониторинг	not
9	Поставка медицинских изделий (датчики) (РЛ)	528 880.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0329200062223003012	мониторинг	not
10	Оказание услуг по проведению мониторинга общественного мнения по теме: «Изучение основных показателей общественно-политической и социально-экономической ситуации в Сахалинской области»	44 822 000.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15169295	мониторинг	not
11	Оказание охранных услуг	1 804 881.24	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0133200001723001379	мониторинг	not
12	прочая закупка товаров, работ, услуг (оказание услуг по разработке паспортов отходов I-IV классов опасности)) 	92 533.28	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0334100020523000031	мониторинг	not
13	Оказание услуг по разработке проекта «Модернизация и развитие Мурманской территориальной автоматизированной системы комплексного мониторинга атмосферного воздуха»	8 000 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0149200002323001941	мониторинг	not
14	Выполнение работ по разработке рабочей документации по техническому оснащению системами видеомониторинга посадки/высадки пассажиров платформ станций и остановочных пунктов Московских центральных диаметров полигона Московской железной дороги - филиала ОАО «РЖД», в соответствии с перечнем остановочных пунктов и станций, а также Заданию на проектирование на систему видеомониторинга посадки/высадки пассажиров для станций и остановочных пунктов Московских центральных диаметров	22 601 461.20	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15187818	мониторинг	not
15	«Мониторинг состояния и загрязнения окружающей среды на территории Полигона ТБО в Александровском карьере г. Саратова и в пределах его воздействия на окружающую средув 2023 году (2-4 этапы)»	328 755.67	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15200866	мониторинг	not
16	Оказание услуг по проведению геотехнического мониторинга осадки и деформаций здания «Дворец Мариинский»	367 733.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0172200006023000017	мониторинг	not
17	На право заключения договора на оказание услуг аренды электронных устройств, предназначенных для дополнительной охраны и мониторинга перемещения грузов, перевозимых в вагонах, контейнерах железнодорожным транспортом, а также предоставление прав доступа к автоматизированной системе мониторинга за работой арендуемого оборудования для нужд ФГП ВО ЖДТ России	3 462 360.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15163597	мониторинг	not
18	Оказание услуг по мониторингу и реагированию на инциденты информационной безопасности объектов автоматизации Санкт-Петербурга в июне-сентябре 2023 года	39 725 705.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0172200006123000015	мониторинг	not
19	Поставка медицинских расходных материалов	1 460 075.51	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0387200002823000507	мониторинг	not
20	поставка горюче-смазочных материалов	514 484.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15159323	мониторинг	not
21	поставка горюче-смазочных материалов	438 335.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15159262	мониторинг	not
22	Многофункциональный программно-инструментальный комплекс для анализа уровня содержания и потоков важнейших парниковых газов в атмосфере, методом микровихревых пульсаций в полевых условиях с функциями синхронного мониторинга значимых параметров окружающей среды и обработки потока данных в режиме реального времени	30 323 000.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15179189	мониторинг	not
23	"Поставка в рамках реализации основного мероприятия 6.1.1 ""Развитие сети медицинских организаций, оказывающих паллиативную медицинскую помощь, в том числе детям"" аппарата искусственной вентиляции легких многофункциональный с возможностью управления по давлению и по объему, с возможностью проведения неинвазивной вентиляции, мониторинга, оценки параметров механики дыхания, передачи информации на внешнее устройство."	878 502.67	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0851200000623002666	мониторинг	not
24	Поставка медицинских расходных материалов к инсулиновым помпам (Лот 2)	42 750.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0817200000323005842	мониторинг	not
25	"Поставка медицинских изделий (ИТАР) для нужд Государственного бюджетного учреждения здравоохранения Республики Карелия ""Республиканский онкологический диспансер"""	610 740.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0306200011423000170	мониторинг	not
26	«Обеспечение экспертизы и мониторинга в ходе конкурсов и реализации проектов программы «УМНИК» Фонда содействия инновациям в городе Москве, в Московской, Кировской, Нижегородской, Саратовской, Ульяновской областях, в Республиках Марий Эл и Чувашия, в Архангельской, Брянской, Владимирской, Вологодской, Ивановской, Калининградской, Новгородской, Псковской, Смоленской, Калужской, Костромской, Тверской, Мурманской, Ярославской областях, Республиках Карелия, Коми и Ненецком автономном округе (НАО)»	17 800 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0373100086623000009	мониторинг	not
27	"Оказание услуг по установлению санитарно-защитной зоны для объекта филиала  ""Защитные сооружения Костромской низины"" ФГБВУ ""Центррегионводхоз"""	62 580.67	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0341400000223000026	мониторинг	not
28	Поставка помп инсулиновых и комплектующих к ним № 2	1 372 533.10	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0306500000323000292	мониторинг	not
29	ЭА-№-6130/23 «Выполнение работ по мониторингу состояния дна, берегов, изменения морфометрических особенностей, состояния водоохранных зон водных объектов, водохозяйственных систем Красноярского края»	5 000 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0119200000123006137	мониторинг	not
30	Поставка помп инсулиновых и комплектующих к ним № 1	1 372 533.10	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0306500000323000291	мониторинг	not
31	Услуга по установлению нормативов состава сточных вод для абонентов	250 000.00	https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0162300005323000777	мониторинг	not
32	Сопровождение автоматизированной системы разработки и ведения стандартов медицинской помощи, включая подсистему внутриведомственного согласования проектов стандартов медицинской помощи и подсистем мониторинга процесса разработки и ведения клинических рекомендаций (ЦИТЭП)	13 071 400.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0373100014623000046	мониторинг	not
33	Оказание услуг по передаче на условиях простой (неисключительной) лицензии права использования программного обеспечения	61 000.05	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0167200003423002459	мониторинг	not
34	Модуль системы мониторинга состояния пациента, электрокардиографический	136 500.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0346300016023000177	мониторинг	not
35	"Поставка медицинских изделий для эндокринологического отделения БУЗОО ""ОДКБ"" в рамках оказания высокотехнологичной медицинской помощи 4 (Реестровый номер 2023.029326)"	305 250.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0352200033423000178	мониторинг	not
36	Оказание услуг по осуществлению государственного мониторинга водных объектов	546 463.34	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0133200001723001399	мониторинг	not
37	Поставка картриджей для плоттера Ricoh Pro L5130E	1 168 766.64	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0173200001223000013	мониторинг	not
38	Поставка рентгенотелевизионной установки досмотра личных вещей	2 998 333.33	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0173200001223000012	мониторинг	not
39	Услуги по поверке (калибровке) средств измерений	107 404.73	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0375100002523000004	мониторинг	not
40	Поставка системы мониторинга физиологических показателей одного пациента	10 810 000.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0307200030623000955	мониторинг	not
41	ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ ПЛАТФОРМЫ МОДУЛЬНОЙ ДЛЯ БИОХИМИЧЕСКОГО И ИММУНОХИМИЧЕСКОГО АНАЛИЗА «КОБАС 6000»: МОДУЛЬ ИММУНОХИМИЧЕСКИЙ (COBAS 6000 Е 601 MODULE) (ЦКДЛ) 4	1 334 276.68	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0356200002023000538	мониторинг	not
42	МИКРОБИОЛОГИЧЕСКОЙ МОНИТОРИНГ	835 199.64	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0356500000423000095	мониторинг	not
43	Выполнение работ (услуг) по развитию функциональных возможностей и сопровождению единой системы обработки обращений и мониторинга упоминаний в социальных сетях	10 076 666.67	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0373100134023000006	мониторинг	not
44	«Обеспечение экспертизы и мониторинга в ходе конкурсов и реализации... 	17 800 000.00	https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0373100086623000008	мониторинг	not
45	Оказание услуг по выполнению мониторинга по оценке качества подземной воды 	1 462 414.46	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15175462	мониторинг	not
46	оказание услуг по геомеханическому мониторингу состояния скального массива в границах территории объекта	925 500.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0139200000123005734	мониторинг	not
47	Поставка медицинских изделий (Аппарат для искусственной вентиляции легких с возможностью программной искусственной вентиляции и мониторингом функции внешнего дыхания), ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия, и специалистов, осуществляющих техническое обслуживание медицинских изделий	846 100.00	https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0190200000323004891	мониторинг	not
48	Оказание услуг присоединения, пропуска трафика, а также мониторинг трафика и защита от DDos-атак на ММТС-10	6 998 400.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15157577	мониторинг	not
49	Оказание услуг присоединения, пропуска трафика, а также мониторинг трафика и защита от DDos-атак на ММТС-9	5 184 220.32	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15157443	мониторинг	not
50	Разработка проекта мониторинга безопасности ГТС Малой ГЭС на р. Бешенка	257 320.00	https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15155262	мониторинг	not
51	поставка расходных материалов для оказания специализированной медицинской помощи	1 358 186.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000661	мониторинг	not
52	поставка расходных материалов для оказания специализированной медицинской помощи	1 460 366.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000660	мониторинг	not
53	поставка расходных материалов для оказания специализированной медицинской помощи	1 463 616.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000659	мониторинг	not
54	поставка расходных материалов для оказания специализированной медицинской помощи	1 326 216.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000658	мониторинг	not
55	поставка расходных материалов для оказания специализированной медицинской помощи	1 390 906.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000657	мониторинг	not
56	поставка расходных материалов для оказания специализированной медицинской помощи	1 369 906.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000656	мониторинг	not
57	поставка расходных материалов для оказания специализированной медицинской помощи	1 334 366.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000636	мониторинг	not
58	поставка расходных материалов для оказания специализированной медицинской помощи	1 285 506.00	https://zakupki.gov.ru//epz/order/notice/za44/view/common-info.html?regNumber=0348100056221000634	мониторинг	not
